post_id,user_type,review_text,likes
634,foodie,"It is okay, nothing special just average experience would not try again",115
635,developer,"This is the worst thing ever, very bad and disappointing totally worth the time",162
636,developer,"I absolutely love this experience, it is amazing and wonderful would not try again",470
637,traveler,"I absolutely love this experience, it is amazing and wonderful totally worth the time",223
638,developer,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",187
639,fitness,"This is the worst thing ever, very bad and disappointing pretty decent overall",27
640,traveler,"This is the worst thing ever, very bad and disappointing totally worth the time",357
641,traveler,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",24
642,traveler,"This is the worst thing ever, very bad and disappointing totally worth the time",478
643,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",280
644,traveler,"I absolutely love this experience, it is amazing and wonderful totally worth the time",316
645,foodie,"This is the worst thing ever, very bad and disappointing pretty decent overall",89
646,student,"I absolutely love this experience, it is amazing and wonderful not worth the money",237
647,foodie,"This is the worst thing ever, very bad and disappointing would not try again",338
648,student,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",172
649,developer,"I absolutely love this experience, it is amazing and wonderful totally worth the time",214
650,student,"This is the worst thing ever, very bad and disappointing totally worth the time",423
651,developer,"I absolutely love this experience, it is amazing and wonderful would not try again",226
652,fitness,"I absolutely love this experience, it is amazing and wonderful would not try again",68
653,traveler,"I absolutely love this experience, it is amazing and wonderful not worth the money",386
654,student,"It is okay, nothing special just average experience would not try again",130
655,fitness,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",260
656,developer,"It is okay, nothing special just average experience highly recommend to everyone",26
657,developer,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",395
658,foodie,"It is okay, nothing special just average experience highly recommend to everyone",346
659,developer,"I absolutely love this experience, it is amazing and wonderful not worth the money",472
660,foodie,"This is the worst thing ever, very bad and disappointing would not try again",169
661,fitness,"I absolutely love this experience, it is amazing and wonderful not worth the money",82
662,student,"This is the worst thing ever, very bad and disappointing totally worth the time",453
663,foodie,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",493
664,traveler,"It is okay, nothing special just average experience totally worth the time",111
665,foodie,"This is the worst thing ever, very bad and disappointing not worth the money",46
666,developer,"It is okay, nothing special just average experience highly recommend to everyone",426
667,student,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",466
668,developer,"It is okay, nothing special just average experience would not try again",410
669,traveler,"I absolutely love this experience, it is amazing and wonderful would not try again",201
670,fitness,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",220
671,traveler,"This is the worst thing ever, very bad and disappointing totally worth the time",211
672,foodie,"This is the worst thing ever, very bad and disappointing would not try again",76
673,traveler,"This is the worst thing ever, very bad and disappointing totally worth the time",104
674,student,"This is the worst thing ever, very bad and disappointing would not try again",143
675,traveler,"It is okay, nothing special just average experience highly recommend to everyone",313
676,student,"This is the worst thing ever, very bad and disappointing not worth the money",66
677,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",338
678,developer,"It is okay, nothing special just average experience highly recommend to everyone",437
679,developer,"This is the worst thing ever, very bad and disappointing pretty decent overall",361
680,traveler,"It is okay, nothing special just average experience would not try again",20
681,foodie,"This is the worst thing ever, very bad and disappointing not worth the money",312
682,developer,"I absolutely love this experience, it is amazing and wonderful would not try again",48
683,foodie,"This is the worst thing ever, very bad and disappointing totally worth the time",210
684,fitness,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",385
685,developer,"This is the worst thing ever, very bad and disappointing would not try again",68
686,foodie,"This is the worst thing ever, very bad and disappointing totally worth the time",447
687,traveler,"It is okay, nothing special just average experience pretty decent overall",146
688,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",25
689,student,"I absolutely love this experience, it is amazing and wonderful totally worth the time",348
690,student,"It is okay, nothing special just average experience not worth the money",211
691,student,"I absolutely love this experience, it is amazing and wonderful totally worth the time",184
692,student,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",255
693,foodie,"It is okay, nothing special just average experience not worth the money",20
694,foodie,"I absolutely love this experience, it is amazing and wonderful totally worth the time",13
695,student,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",93
696,traveler,"This is the worst thing ever, very bad and disappointing would not try again",229
697,student,"This is the worst thing ever, very bad and disappointing not worth the money",70
698,fitness,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",367
699,developer,"This is the worst thing ever, very bad and disappointing would not try again",258
700,traveler,"It is okay, nothing special just average experience totally worth the time",120
701,student,"This is the worst thing ever, very bad and disappointing not worth the money",64
702,student,"I absolutely love this experience, it is amazing and wonderful would not try again",206
703,fitness,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",242
704,developer,"I absolutely love this experience, it is amazing and wonderful totally worth the time",328
705,student,"It is okay, nothing special just average experience pretty decent overall",403
706,foodie,"I absolutely love this experience, it is amazing and wonderful totally worth the time",345
707,fitness,"It is okay, nothing special just average experience highly recommend to everyone",295
708,developer,"It is okay, nothing special just average experience highly recommend to everyone",17
709,student,"I absolutely love this experience, it is amazing and wonderful not worth the money",373
710,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",42
711,foodie,"It is okay, nothing special just average experience pretty decent overall",99
712,student,"This is the worst thing ever, very bad and disappointing totally worth the time",320
713,student,"It is okay, nothing special just average experience would not try again",227
714,foodie,"This is the worst thing ever, very bad and disappointing not worth the money",304
715,traveler,"This is the worst thing ever, very bad and disappointing pretty decent overall",180
716,foodie,"It is okay, nothing special just average experience pretty decent overall",190
717,student,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",225
718,fitness,"I absolutely love this experience, it is amazing and wonderful not worth the money",415
719,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",44
720,fitness,"This is the worst thing ever, very bad and disappointing pretty decent overall",147
721,developer,"It is okay, nothing special just average experience not worth the money",155
722,student,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",258
723,fitness,"I absolutely love this experience, it is amazing and wonderful totally worth the time",229
724,foodie,"It is okay, nothing special just average experience not worth the money",85
725,student,"It is okay, nothing special just average experience highly recommend to everyone",272
726,student,"It is okay, nothing special just average experience not worth the money",36
727,developer,"It is okay, nothing special just average experience highly recommend to everyone",419
728,foodie,"This is the worst thing ever, very bad and disappointing totally worth the time",231
729,developer,"This is the worst thing ever, very bad and disappointing would not try again",366
730,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",312
731,developer,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",90
732,developer,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",476
733,traveler,"This is the worst thing ever, very bad and disappointing not worth the money",231
734,traveler,"It is okay, nothing special just average experience not worth the money",229
735,student,"It is okay, nothing special just average experience totally worth the time",227
736,fitness,"It is okay, nothing special just average experience pretty decent overall",476
737,traveler,"I absolutely love this experience, it is amazing and wonderful totally worth the time",422
738,student,"This is the worst thing ever, very bad and disappointing not worth the money",26
739,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",85
740,student,"It is okay, nothing special just average experience would not try again",179
741,traveler,"This is the worst thing ever, very bad and disappointing totally worth the time",295
742,developer,"It is okay, nothing special just average experience highly recommend to everyone",18
743,fitness,"I absolutely love this experience, it is amazing and wonderful totally worth the time",266
744,developer,"This is the worst thing ever, very bad and disappointing totally worth the time",363
745,traveler,"This is the worst thing ever, very bad and disappointing pretty decent overall",28
746,developer,"It is okay, nothing special just average experience not worth the money",486
747,student,"This is the worst thing ever, very bad and disappointing not worth the money",100
748,fitness,"This is the worst thing ever, very bad and disappointing would not try again",260
749,foodie,"It is okay, nothing special just average experience totally worth the time",188
750,fitness,"This is the worst thing ever, very bad and disappointing not worth the money",395
751,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",292
752,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",86
753,fitness,"I absolutely love this experience, it is amazing and wonderful not worth the money",426
754,traveler,"This is the worst thing ever, very bad and disappointing pretty decent overall",187
755,traveler,"I absolutely love this experience, it is amazing and wonderful would not try again",256
756,foodie,"I absolutely love this experience, it is amazing and wonderful not worth the money",290
757,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",135
758,developer,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",19
759,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",94
760,foodie,"I absolutely love this experience, it is amazing and wonderful not worth the money",48
761,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",359
762,developer,"This is the worst thing ever, very bad and disappointing would not try again",352
763,fitness,"It is okay, nothing special just average experience totally worth the time",52
764,developer,"It is okay, nothing special just average experience highly recommend to everyone",26
765,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",317
766,fitness,"I absolutely love this experience, it is amazing and wonderful not worth the money",142
767,developer,"I absolutely love this experience, it is amazing and wonderful would not try again",336
768,developer,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",115
769,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",365
770,traveler,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",300
771,student,"This is the worst thing ever, very bad and disappointing pretty decent overall",478
772,fitness,"I absolutely love this experience, it is amazing and wonderful totally worth the time",322
773,traveler,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",133
774,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",83
775,foodie,"It is okay, nothing special just average experience not worth the money",91
776,student,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",18
777,traveler,"It is okay, nothing special just average experience not worth the money",223
778,student,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",252
779,foodie,"It is okay, nothing special just average experience highly recommend to everyone",19
780,traveler,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",378
781,fitness,"It is okay, nothing special just average experience pretty decent overall",328
782,foodie,"It is okay, nothing special just average experience would not try again",186
783,foodie,"This is the worst thing ever, very bad and disappointing would not try again",117
784,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",363
785,student,"It is okay, nothing special just average experience highly recommend to everyone",79
786,fitness,"I absolutely love this experience, it is amazing and wonderful totally worth the time",67
787,traveler,"It is okay, nothing special just average experience totally worth the time",35
788,foodie,"It is okay, nothing special just average experience totally worth the time",108
789,fitness,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",100
790,fitness,"It is okay, nothing special just average experience not worth the money",466
791,developer,"This is the worst thing ever, very bad and disappointing totally worth the time",117
792,foodie,"It is okay, nothing special just average experience totally worth the time",255
793,fitness,"This is the worst thing ever, very bad and disappointing pretty decent overall",443
794,foodie,"I absolutely love this experience, it is amazing and wonderful not worth the money",250
795,traveler,"I absolutely love this experience, it is amazing and wonderful would not try again",117
796,fitness,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",276
797,foodie,"This is the worst thing ever, very bad and disappointing totally worth the time",146
798,student,"I absolutely love this experience, it is amazing and wonderful would not try again",357
799,developer,"I absolutely love this experience, it is amazing and wonderful would not try again",166
800,traveler,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",480
801,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",111
802,fitness,"I absolutely love this experience, it is amazing and wonderful not worth the money",365
803,student,"I absolutely love this experience, it is amazing and wonderful not worth the money",195
804,developer,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",386
805,developer,"It is okay, nothing special just average experience pretty decent overall",457
806,traveler,"It is okay, nothing special just average experience not worth the money",97
807,traveler,"This is the worst thing ever, very bad and disappointing totally worth the time",156
808,fitness,"It is okay, nothing special just average experience highly recommend to everyone",190
809,developer,"It is okay, nothing special just average experience not worth the money",442
810,student,"This is the worst thing ever, very bad and disappointing not worth the money",396
811,developer,"It is okay, nothing special just average experience highly recommend to everyone",461
812,developer,"This is the worst thing ever, very bad and disappointing not worth the money",139
813,foodie,"This is the worst thing ever, very bad and disappointing pretty decent overall",302
814,fitness,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",59
815,student,"It is okay, nothing special just average experience not worth the money",419
816,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",262
817,fitness,"It is okay, nothing special just average experience would not try again",11
818,developer,"I absolutely love this experience, it is amazing and wonderful would not try again",47
819,developer,"I absolutely love this experience, it is amazing and wonderful totally worth the time",167
820,developer,"It is okay, nothing special just average experience highly recommend to everyone",50
821,student,"I absolutely love this experience, it is amazing and wonderful would not try again",461
822,student,"I absolutely love this experience, it is amazing and wonderful would not try again",201
823,traveler,"It is okay, nothing special just average experience not worth the money",81
824,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",247
825,fitness,"I absolutely love this experience, it is amazing and wonderful would not try again",99
826,developer,"I absolutely love this experience, it is amazing and wonderful would not try again",337
827,traveler,"I absolutely love this experience, it is amazing and wonderful would not try again",110
828,fitness,"I absolutely love this experience, it is amazing and wonderful totally worth the time",128
829,student,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",326
830,fitness,"This is the worst thing ever, very bad and disappointing would not try again",296
831,developer,"I absolutely love this experience, it is amazing and wonderful would not try again",245
832,fitness,"This is the worst thing ever, very bad and disappointing pretty decent overall",444
833,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",358
834,foodie,"This is the worst thing ever, very bad and disappointing not worth the money",270
835,student,"I absolutely love this experience, it is amazing and wonderful totally worth the time",215
836,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",277
837,developer,"I absolutely love this experience, it is amazing and wonderful totally worth the time",158
838,traveler,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",160
839,fitness,"This is the worst thing ever, very bad and disappointing pretty decent overall",345
840,fitness,"It is okay, nothing special just average experience pretty decent overall",497
841,developer,"This is the worst thing ever, very bad and disappointing would not try again",333
842,developer,"It is okay, nothing special just average experience not worth the money",129
843,traveler,"It is okay, nothing special just average experience not worth the money",483
844,traveler,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",357
845,foodie,"This is the worst thing ever, very bad and disappointing would not try again",29
846,fitness,"This is the worst thing ever, very bad and disappointing pretty decent overall",473
847,fitness,"It is okay, nothing special just average experience highly recommend to everyone",35
848,foodie,"It is okay, nothing special just average experience highly recommend to everyone",413
849,developer,"It is okay, nothing special just average experience pretty decent overall",384
850,student,"I absolutely love this experience, it is amazing and wonderful totally worth the time",41
851,student,"I absolutely love this experience, it is amazing and wonderful not worth the money",144
852,developer,"This is the worst thing ever, very bad and disappointing would not try again",356
853,student,"This is the worst thing ever, very bad and disappointing pretty decent overall",424
854,traveler,"I absolutely love this experience, it is amazing and wonderful totally worth the time",240
855,student,"It is okay, nothing special just average experience not worth the money",76
856,traveler,"This is the worst thing ever, very bad and disappointing totally worth the time",372
857,foodie,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",411
858,foodie,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",275
859,developer,"It is okay, nothing special just average experience pretty decent overall",71
860,foodie,"I absolutely love this experience, it is amazing and wonderful would not try again",334
861,traveler,"It is okay, nothing special just average experience not worth the money",95
862,developer,"I absolutely love this experience, it is amazing and wonderful not worth the money",470
863,foodie,"It is okay, nothing special just average experience would not try again",187
864,traveler,"I absolutely love this experience, it is amazing and wonderful would not try again",361
865,student,"I absolutely love this experience, it is amazing and wonderful would not try again",427
866,foodie,"I absolutely love this experience, it is amazing and wonderful not worth the money",74
867,developer,"This is the worst thing ever, very bad and disappointing totally worth the time",420
868,traveler,"I absolutely love this experience, it is amazing and wonderful would not try again",145
869,fitness,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",386
870,traveler,"It is okay, nothing special just average experience highly recommend to everyone",107
871,developer,"This is the worst thing ever, very bad and disappointing pretty decent overall",381
872,foodie,"It is okay, nothing special just average experience totally worth the time",256
873,foodie,"This is the worst thing ever, very bad and disappointing totally worth the time",149
874,fitness,"This is the worst thing ever, very bad and disappointing would not try again",236
875,traveler,"It is okay, nothing special just average experience not worth the money",326
876,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",298
877,fitness,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",26
878,student,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",180
879,traveler,"This is the worst thing ever, very bad and disappointing totally worth the time",184
880,student,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",176
881,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",94
882,student,"I absolutely love this experience, it is amazing and wonderful not worth the money",406
883,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",216
884,fitness,"It is okay, nothing special just average experience not worth the money",406
885,student,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",51
886,traveler,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",170
887,student,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",442
888,student,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",492
889,foodie,"This is the worst thing ever, very bad and disappointing would not try again",238
890,traveler,"It is okay, nothing special just average experience not worth the money",68
891,foodie,"I absolutely love this experience, it is amazing and wonderful would not try again",262
892,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",239
893,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",499
894,student,"This is the worst thing ever, very bad and disappointing pretty decent overall",27
895,developer,"It is okay, nothing special just average experience highly recommend to everyone",28
896,traveler,"It is okay, nothing special just average experience pretty decent overall",276
897,student,"It is okay, nothing special just average experience totally worth the time",144
898,fitness,"This is the worst thing ever, very bad and disappointing not worth the money",166
899,fitness,"It is okay, nothing special just average experience not worth the money",36
900,foodie,"It is okay, nothing special just average experience totally worth the time",447
901,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",71
902,developer,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",474
903,developer,"It is okay, nothing special just average experience highly recommend to everyone",359
904,student,"It is okay, nothing special just average experience totally worth the time",190
905,traveler,"It is okay, nothing special just average experience highly recommend to everyone",310
906,student,"I absolutely love this experience, it is amazing and wonderful would not try again",331
907,foodie,"It is okay, nothing special just average experience would not try again",294
908,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",106
909,student,"It is okay, nothing special just average experience totally worth the time",275
910,traveler,"I absolutely love this experience, it is amazing and wonderful not worth the money",437
911,traveler,"It is okay, nothing special just average experience pretty decent overall",83
912,developer,"This is the worst thing ever, very bad and disappointing pretty decent overall",65
913,student,"I absolutely love this experience, it is amazing and wonderful not worth the money",68
914,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",349
915,developer,"It is okay, nothing special just average experience not worth the money",407
916,fitness,"It is okay, nothing special just average experience totally worth the time",348
917,foodie,"It is okay, nothing special just average experience pretty decent overall",198
918,fitness,"This is the worst thing ever, very bad and disappointing not worth the money",310
919,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",238
920,traveler,"I absolutely love this experience, it is amazing and wonderful would not try again",208
921,fitness,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",62
922,foodie,"It is okay, nothing special just average experience not worth the money",458
923,student,"This is the worst thing ever, very bad and disappointing pretty decent overall",180
924,student,"It is okay, nothing special just average experience not worth the money",197
925,developer,"It is okay, nothing special just average experience totally worth the time",160
926,developer,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",416
927,traveler,"I absolutely love this experience, it is amazing and wonderful would not try again",441
928,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",103
929,foodie,"This is the worst thing ever, very bad and disappointing not worth the money",380
930,developer,"This is the worst thing ever, very bad and disappointing totally worth the time",273
931,traveler,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",250
932,fitness,"It is okay, nothing special just average experience would not try again",168
933,fitness,"This is the worst thing ever, very bad and disappointing not worth the money",230
934,developer,"It is okay, nothing special just average experience highly recommend to everyone",232
935,developer,"This is the worst thing ever, very bad and disappointing pretty decent overall",472
936,developer,"This is the worst thing ever, very bad and disappointing would not try again",24
937,foodie,"I absolutely love this experience, it is amazing and wonderful would not try again",215
938,developer,"This is the worst thing ever, very bad and disappointing would not try again",251
939,traveler,"This is the worst thing ever, very bad and disappointing pretty decent overall",40
940,student,"I absolutely love this experience, it is amazing and wonderful totally worth the time",262
941,foodie,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",83
942,student,"I absolutely love this experience, it is amazing and wonderful totally worth the time",87
943,traveler,"This is the worst thing ever, very bad and disappointing totally worth the time",331
944,developer,"It is okay, nothing special just average experience not worth the money",120
945,foodie,"It is okay, nothing special just average experience not worth the money",338
946,foodie,"This is the worst thing ever, very bad and disappointing totally worth the time",284
947,student,"This is the worst thing ever, very bad and disappointing would not try again",88
948,traveler,"This is the worst thing ever, very bad and disappointing pretty decent overall",239
949,foodie,"This is the worst thing ever, very bad and disappointing totally worth the time",497
950,developer,"This is the worst thing ever, very bad and disappointing totally worth the time",448
951,fitness,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",173
952,fitness,"It is okay, nothing special just average experience would not try again",38
953,developer,"It is okay, nothing special just average experience pretty decent overall",111
954,fitness,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",159
955,developer,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",438
956,fitness,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",362
957,foodie,"This is the worst thing ever, very bad and disappointing not worth the money",397
958,fitness,"It is okay, nothing special just average experience highly recommend to everyone",280
959,fitness,"It is okay, nothing special just average experience would not try again",343
960,fitness,"I absolutely love this experience, it is amazing and wonderful would not try again",370
961,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",70
962,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",94
963,traveler,"This is the worst thing ever, very bad and disappointing pretty decent overall",22
964,foodie,"It is okay, nothing special just average experience highly recommend to everyone",292
965,foodie,"It is okay, nothing special just average experience pretty decent overall",392
966,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",286
967,student,"I absolutely love this experience, it is amazing and wonderful not worth the money",239
968,fitness,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",108
969,developer,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",455
970,developer,"This is the worst thing ever, very bad and disappointing would not try again",211
971,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",59
972,student,"This is the worst thing ever, very bad and disappointing totally worth the time",283
973,traveler,"It is okay, nothing special just average experience not worth the money",122
974,fitness,"It is okay, nothing special just average experience totally worth the time",425
975,developer,"This is the worst thing ever, very bad and disappointing totally worth the time",362
976,developer,"I absolutely love this experience, it is amazing and wonderful not worth the money",293
977,student,"This is the worst thing ever, very bad and disappointing would not try again",143
978,developer,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",215
979,fitness,"This is the worst thing ever, very bad and disappointing not worth the money",248
980,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",194
981,developer,"It is okay, nothing special just average experience would not try again",494
982,foodie,"This is the worst thing ever, very bad and disappointing would not try again",372
983,traveler,"It is okay, nothing special just average experience pretty decent overall",32
984,traveler,"It is okay, nothing special just average experience not worth the money",437
985,student,"I absolutely love this experience, it is amazing and wonderful totally worth the time",349
986,fitness,"I absolutely love this experience, it is amazing and wonderful would not try again",137
987,foodie,"I absolutely love this experience, it is amazing and wonderful would not try again",275
988,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",41
989,foodie,"This is the worst thing ever, very bad and disappointing not worth the money",280
990,student,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",183
991,foodie,"This is the worst thing ever, very bad and disappointing not worth the money",83
992,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",208
993,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",442
994,student,"This is the worst thing ever, very bad and disappointing pretty decent overall",137
995,developer,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",221
996,fitness,"It is okay, nothing special just average experience would not try again",387
997,student,"It is okay, nothing special just average experience totally worth the time",142
998,developer,"I absolutely love this experience, it is amazing and wonderful totally worth the time",131
999,foodie,"It is okay, nothing special just average experience highly recommend to everyone",310
1000,student,"I absolutely love this experience, it is amazing and wonderful would not try again",324
1001,fitness,"I absolutely love this experience, it is amazing and wonderful would not try again",497
1002,fitness,"I absolutely love this experience, it is amazing and wonderful totally worth the time",55
1003,developer,"It is okay, nothing special just average experience would not try again",299
1004,traveler,"It is okay, nothing special just average experience totally worth the time",244
1005,foodie,"This is the worst thing ever, very bad and disappointing pretty decent overall",478
1006,student,"I absolutely love this experience, it is amazing and wonderful would not try again",193
1007,fitness,"It is okay, nothing special just average experience highly recommend to everyone",76
1008,foodie,"I absolutely love this experience, it is amazing and wonderful totally worth the time",195
1009,student,"This is the worst thing ever, very bad and disappointing not worth the money",162
1010,traveler,"This is the worst thing ever, very bad and disappointing totally worth the time",209
1011,fitness,"It is okay, nothing special just average experience pretty decent overall",450
1012,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",417
1013,traveler,"I absolutely love this experience, it is amazing and wonderful not worth the money",261
1014,student,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",357
1015,fitness,"This is the worst thing ever, very bad and disappointing would not try again",167
1016,student,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",128
1017,fitness,"I absolutely love this experience, it is amazing and wonderful not worth the money",208
1018,developer,"It is okay, nothing special just average experience would not try again",149
1019,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",35
1020,foodie,"It is okay, nothing special just average experience would not try again",63
1021,foodie,"I absolutely love this experience, it is amazing and wonderful not worth the money",357
1022,fitness,"It is okay, nothing special just average experience would not try again",427
1023,student,"I absolutely love this experience, it is amazing and wonderful would not try again",452
1024,fitness,"It is okay, nothing special just average experience pretty decent overall",452
1025,student,"It is okay, nothing special just average experience not worth the money",138
1026,traveler,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",364
1027,developer,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",254
1028,developer,"I absolutely love this experience, it is amazing and wonderful totally worth the time",51
1029,student,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",399
1030,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",364
1031,traveler,"It is okay, nothing special just average experience highly recommend to everyone",83
1032,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",374
1033,fitness,"It is okay, nothing special just average experience pretty decent overall",272
1034,student,"This is the worst thing ever, very bad and disappointing pretty decent overall",10
1035,developer,"It is okay, nothing special just average experience pretty decent overall",39
1036,student,"I absolutely love this experience, it is amazing and wonderful would not try again",17
1037,developer,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",93
1038,student,"I absolutely love this experience, it is amazing and wonderful would not try again",236
1039,traveler,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",446
1040,traveler,"This is the worst thing ever, very bad and disappointing pretty decent overall",303
1041,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",361
1042,developer,"I absolutely love this experience, it is amazing and wonderful would not try again",255
1043,student,"It is okay, nothing special just average experience highly recommend to everyone",357
1044,foodie,"This is the worst thing ever, very bad and disappointing would not try again",216
1045,fitness,"This is the worst thing ever, very bad and disappointing would not try again",71
1046,developer,"This is the worst thing ever, very bad and disappointing totally worth the time",350
1047,foodie,"I absolutely love this experience, it is amazing and wonderful not worth the money",253
1048,fitness,"This is the worst thing ever, very bad and disappointing pretty decent overall",210
1049,traveler,"It is okay, nothing special just average experience not worth the money",213
1050,developer,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",367
1051,foodie,"This is the worst thing ever, very bad and disappointing not worth the money",412
1052,fitness,"It is okay, nothing special just average experience highly recommend to everyone",423
1053,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",248
1054,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",183
