car_id,brand,model,price_lakh,fuel_type,mileage_kmpl,city,sales_person_rating,customer_review
326,BMW,Fortuner,62.16,Hybrid,19.69,Ahmedabad,4.2,Could be better in terms of features
327,Honda,X5,54.99,Diesel,28.35,Ahmedabad,4.4,Amazing experience overall
328,Mahindra,XUV700,64.25,Electric,14.56,Mumbai,3.9,Not satisfied with service
329,Kia,Nexon,50.48,Petrol,27.07,Chennai,4.7,Mileage is decent but price is high
330,Tata,Fortuner,26.82,Hybrid,20.13,Delhi,2.9,Could be better in terms of features
331,Maruti,XUV700,65.06,Petrol,25.14,Mumbai,4.7,Amazing experience overall
332,BMW,Fortuner,70.33,Petrol,14.53,Pune,4.3,Amazing experience overall
333,Tata,Nexon,43.48,Electric,22.64,Chennai,4.1,Amazing experience overall
334,Kia,City,6.54,Diesel,10.36,Mumbai,3.8,Excellent features and comfort
335,BMW,Nexon,30.24,Diesel,17.07,Mumbai,3.5,Amazing experience overall
336,Toyota,Swift,70.96,Petrol,15.54,Pune,2.6,Value for money car
337,Tata,i20,53.41,Hybrid,29.63,Delhi,3.7,Value for money car
338,Honda,Swift,63.79,Diesel,18.82,Mumbai,3.2,Amazing experience overall
339,Hyundai,Fortuner,35.53,Hybrid,13.35,Pune,4.1,Amazing experience overall
340,Kia,XUV700,37.16,Hybrid,25.85,Chennai,4.4,Amazing experience overall
341,Mahindra,Fortuner,58.83,Electric,27.04,Bangalore,4.9,Not satisfied with service
342,BMW,X5,35.03,Electric,24.37,Delhi,3.4,Mileage is decent but price is high
343,Mahindra,i20,32.41,Hybrid,16.63,Mumbai,4.8,Great performance and smooth drive
344,Kia,City,51.46,Electric,29.05,Chennai,3.9,Could be better in terms of features
345,Hyundai,City,30.72,Diesel,12.19,Ahmedabad,3.6,Excellent features and comfort
346,Honda,Swift,54.09,Electric,22.14,Pune,4.4,Excellent features and comfort
347,Honda,Seltos,62.33,Diesel,22.26,Bangalore,3.0,Value for money car
348,Hyundai,Swift,17.52,Diesel,27.78,Chennai,3.0,Excellent features and comfort
349,BMW,i20,26.31,Electric,11.66,Chennai,2.5,Amazing experience overall
350,Toyota,Swift,68.01,Petrol,27.37,Mumbai,4.3,Value for money car
351,Honda,X5,45.64,Electric,26.93,Bangalore,3.7,Value for money car
352,Tata,Nexon,26.31,Hybrid,17.25,Chennai,2.8,Value for money car
353,Toyota,XUV700,24.81,Hybrid,12.36,Mumbai,3.8,Not satisfied with service
354,Tata,XUV700,8.48,Diesel,10.75,Bangalore,5.0,Excellent features and comfort
355,Toyota,X5,5.04,Petrol,23.33,Ahmedabad,4.6,Great performance and smooth drive
356,Maruti,City,55.0,Hybrid,17.9,Chennai,2.8,Not satisfied with service
357,Mahindra,XUV700,46.34,Diesel,28.4,Delhi,3.0,Great performance and smooth drive
358,Hyundai,Fortuner,12.34,Diesel,11.29,Chennai,3.4,Could be better in terms of features
359,BMW,X5,29.22,Diesel,20.73,Bangalore,4.6,Excellent features and comfort
360,Kia,Nexon,53.21,Hybrid,16.15,Delhi,2.7,Could be better in terms of features
361,Kia,Nexon,15.01,Petrol,27.85,Pune,2.6,Value for money car
362,Tata,Swift,18.31,Hybrid,21.27,Pune,2.6,Mileage is decent but price is high
363,Honda,i20,49.3,Petrol,29.72,Bangalore,4.9,Amazing experience overall
364,Tata,XUV700,19.69,Petrol,27.25,Mumbai,3.4,Amazing experience overall
365,Hyundai,XUV700,7.43,Hybrid,14.88,Ahmedabad,2.9,Not satisfied with service
366,Toyota,Fortuner,27.32,Petrol,13.71,Delhi,3.8,Not satisfied with service
367,Honda,XUV700,20.07,Electric,14.05,Delhi,5.0,Mileage is decent but price is high
368,Mahindra,City,34.7,Electric,24.85,Mumbai,2.7,Amazing experience overall
369,Mahindra,XUV700,48.08,Petrol,10.02,Bangalore,4.3,Could be better in terms of features
370,Toyota,i20,29.75,Hybrid,28.16,Pune,4.8,Mileage is decent but price is high
371,Maruti,Nexon,32.07,Diesel,29.28,Mumbai,3.6,Great performance and smooth drive
372,Kia,XUV700,18.33,Diesel,19.61,Delhi,3.3,Could be better in terms of features
373,Hyundai,Nexon,42.48,Petrol,19.52,Mumbai,2.8,Not satisfied with service
374,Maruti,XUV700,73.52,Petrol,17.74,Ahmedabad,4.2,Excellent features and comfort
375,Maruti,Seltos,70.17,Petrol,12.68,Chennai,3.0,Excellent features and comfort
376,Hyundai,X5,74.7,Diesel,23.45,Ahmedabad,3.7,Great performance and smooth drive
377,Toyota,X5,40.67,Diesel,25.44,Ahmedabad,4.2,Great performance and smooth drive
378,Honda,Seltos,74.42,Hybrid,12.24,Pune,3.1,Could be better in terms of features
379,Honda,Seltos,51.73,Petrol,27.0,Bangalore,3.4,Could be better in terms of features
380,BMW,City,39.12,Hybrid,22.37,Ahmedabad,2.8,Value for money car
381,Maruti,Swift,7.33,Hybrid,21.43,Ahmedabad,2.9,Value for money car
382,BMW,X5,11.36,Electric,16.98,Bangalore,4.8,Excellent features and comfort
383,Maruti,Seltos,30.46,Diesel,21.16,Ahmedabad,4.9,Excellent features and comfort
384,Mahindra,Nexon,5.65,Electric,21.68,Pune,2.9,Great performance and smooth drive
385,Honda,Nexon,22.25,Electric,29.23,Ahmedabad,4.6,Excellent features and comfort
386,Toyota,Nexon,56.6,Hybrid,12.78,Bangalore,4.5,Amazing experience overall
387,BMW,X5,77.39,Diesel,13.53,Bangalore,4.3,Could be better in terms of features
388,Toyota,Nexon,73.96,Diesel,15.01,Ahmedabad,4.1,Excellent features and comfort
389,Toyota,Nexon,31.02,Hybrid,27.16,Chennai,2.9,Could be better in terms of features
390,Tata,XUV700,65.04,Diesel,12.21,Bangalore,3.4,Mileage is decent but price is high
391,Hyundai,i20,8.54,Diesel,22.28,Bangalore,2.9,Excellent features and comfort
392,Honda,XUV700,27.5,Diesel,14.36,Chennai,2.6,Value for money car
393,Kia,Nexon,76.67,Petrol,28.46,Mumbai,4.9,Excellent features and comfort
394,Toyota,City,39.1,Diesel,16.25,Chennai,3.7,Could be better in terms of features
395,BMW,Nexon,5.15,Petrol,20.67,Pune,4.0,Amazing experience overall
396,Kia,Nexon,47.1,Petrol,13.15,Pune,2.6,Could be better in terms of features
397,Honda,i20,79.74,Electric,24.61,Pune,4.1,Could be better in terms of features
398,Tata,XUV700,66.83,Diesel,13.83,Delhi,2.6,Value for money car
399,Hyundai,X5,9.78,Hybrid,28.5,Delhi,3.1,Amazing experience overall
400,Mahindra,City,12.16,Diesel,18.96,Pune,4.0,Excellent features and comfort
401,Mahindra,Nexon,9.73,Hybrid,27.85,Mumbai,2.7,Great performance and smooth drive
402,Toyota,City,8.3,Hybrid,10.46,Pune,3.9,Value for money car
403,Kia,i20,54.17,Diesel,19.34,Chennai,3.3,Could be better in terms of features
404,Maruti,X5,77.97,Petrol,18.94,Mumbai,3.4,Amazing experience overall
405,Kia,XUV700,43.55,Diesel,15.94,Pune,4.3,Mileage is decent but price is high
406,Hyundai,Swift,12.78,Hybrid,14.64,Delhi,4.9,Not satisfied with service
407,Maruti,X5,69.52,Electric,23.42,Delhi,3.8,Great performance and smooth drive
408,Tata,Swift,43.64,Electric,24.65,Ahmedabad,4.4,Amazing experience overall
409,BMW,X5,50.65,Electric,27.86,Pune,4.1,Mileage is decent but price is high
410,Mahindra,Nexon,57.88,Diesel,15.04,Ahmedabad,4.3,Mileage is decent but price is high
411,BMW,i20,56.99,Petrol,28.92,Bangalore,3.3,Amazing experience overall
412,Kia,Swift,45.79,Petrol,16.17,Bangalore,3.7,Value for money car
413,Mahindra,Fortuner,25.77,Diesel,17.13,Chennai,2.6,Great performance and smooth drive
414,Maruti,X5,70.84,Petrol,23.39,Ahmedabad,3.2,Amazing experience overall
415,Honda,XUV700,67.74,Electric,29.29,Chennai,3.0,Amazing experience overall
416,BMW,City,51.94,Diesel,29.85,Chennai,3.6,Value for money car
417,Maruti,City,71.37,Hybrid,13.16,Delhi,4.8,Excellent features and comfort
418,Maruti,Nexon,58.28,Petrol,19.6,Chennai,2.8,Excellent features and comfort
419,Toyota,XUV700,30.34,Petrol,18.83,Chennai,4.6,Amazing experience overall
420,Hyundai,Nexon,56.89,Hybrid,22.97,Ahmedabad,5.0,Value for money car
421,Kia,X5,24.43,Petrol,28.31,Bangalore,3.0,Value for money car
422,Mahindra,Seltos,30.2,Electric,24.41,Chennai,2.5,Could be better in terms of features
423,Maruti,Fortuner,39.34,Hybrid,13.73,Chennai,4.1,Not satisfied with service
424,Mahindra,Swift,10.26,Petrol,10.49,Chennai,3.8,Could be better in terms of features
425,BMW,Swift,8.7,Petrol,18.38,Ahmedabad,2.9,Great performance and smooth drive
426,Kia,X5,68.25,Diesel,13.61,Chennai,4.8,Not satisfied with service
427,Hyundai,Nexon,31.24,Hybrid,28.39,Delhi,2.7,Not satisfied with service
428,Hyundai,Fortuner,79.31,Electric,15.98,Delhi,2.7,Value for money car
429,Mahindra,City,34.34,Petrol,28.27,Bangalore,3.7,Great performance and smooth drive
430,BMW,Seltos,65.92,Diesel,25.53,Mumbai,3.7,Excellent features and comfort
431,Honda,Seltos,64.36,Electric,29.88,Ahmedabad,3.9,Not satisfied with service
432,BMW,Nexon,30.67,Petrol,14.68,Pune,4.3,Amazing experience overall
433,Tata,Swift,61.49,Hybrid,13.93,Delhi,4.9,Excellent features and comfort
434,Toyota,Fortuner,20.5,Diesel,16.16,Pune,4.6,Value for money car
435,Tata,XUV700,21.2,Hybrid,16.11,Pune,4.2,Mileage is decent but price is high
436,Mahindra,Swift,55.0,Diesel,28.4,Bangalore,3.7,Excellent features and comfort
437,Honda,i20,12.23,Hybrid,19.84,Bangalore,2.7,Great performance and smooth drive
438,Kia,XUV700,37.64,Diesel,29.63,Ahmedabad,4.0,Mileage is decent but price is high
439,BMW,i20,44.84,Hybrid,25.14,Delhi,4.9,Great performance and smooth drive
440,Toyota,Nexon,9.17,Electric,14.7,Ahmedabad,2.6,Value for money car
441,BMW,X5,75.35,Petrol,13.5,Delhi,2.8,Value for money car
442,Toyota,i20,53.38,Hybrid,23.12,Chennai,3.7,Not satisfied with service
443,BMW,Seltos,26.47,Petrol,20.38,Bangalore,3.1,Mileage is decent but price is high
444,Honda,XUV700,58.9,Hybrid,29.77,Bangalore,4.3,Value for money car
445,BMW,Swift,67.74,Petrol,16.09,Bangalore,2.7,Great performance and smooth drive
446,Mahindra,Seltos,41.89,Hybrid,27.39,Ahmedabad,4.1,Mileage is decent but price is high
447,Maruti,City,31.38,Hybrid,25.2,Chennai,2.9,Great performance and smooth drive
448,Hyundai,XUV700,30.82,Petrol,18.44,Ahmedabad,4.5,Could be better in terms of features
449,Mahindra,Nexon,43.84,Electric,17.77,Mumbai,3.3,Could be better in terms of features
450,BMW,Nexon,46.17,Diesel,14.84,Bangalore,4.4,Could be better in terms of features
451,Maruti,Swift,23.3,Electric,15.46,Bangalore,4.5,Could be better in terms of features
452,Toyota,XUV700,52.85,Petrol,11.34,Pune,2.6,Excellent features and comfort
453,BMW,Fortuner,40.3,Diesel,22.05,Bangalore,3.2,Mileage is decent but price is high
454,Mahindra,XUV700,56.02,Petrol,29.87,Ahmedabad,3.8,Not satisfied with service
455,Tata,Nexon,52.13,Hybrid,24.75,Chennai,3.3,Excellent features and comfort
456,Hyundai,X5,7.65,Petrol,18.44,Mumbai,3.9,Not satisfied with service
457,Toyota,City,78.75,Hybrid,11.02,Bangalore,4.2,Value for money car
458,Mahindra,Seltos,21.99,Petrol,10.04,Chennai,3.8,Great performance and smooth drive
459,Honda,City,63.3,Electric,23.33,Delhi,4.5,Great performance and smooth drive
460,Maruti,XUV700,9.73,Diesel,14.92,Ahmedabad,2.6,Could be better in terms of features
461,Tata,Nexon,66.26,Diesel,13.89,Delhi,3.1,Could be better in terms of features
462,Honda,Seltos,49.15,Hybrid,18.11,Delhi,3.0,Mileage is decent but price is high
463,Hyundai,i20,69.26,Hybrid,12.25,Pune,4.2,Mileage is decent but price is high
464,Tata,Swift,79.63,Hybrid,15.71,Ahmedabad,3.5,Excellent features and comfort
465,Maruti,XUV700,69.45,Electric,23.51,Mumbai,4.4,Excellent features and comfort
466,Tata,i20,28.48,Petrol,28.89,Bangalore,4.0,Excellent features and comfort
467,Maruti,Seltos,30.38,Petrol,26.06,Pune,4.1,Mileage is decent but price is high
468,Mahindra,City,22.88,Electric,14.19,Ahmedabad,3.4,Great performance and smooth drive
469,BMW,XUV700,51.34,Diesel,14.92,Pune,3.3,Great performance and smooth drive
470,Maruti,City,5.7,Diesel,20.57,Ahmedabad,3.9,Mileage is decent but price is high
471,Hyundai,X5,63.15,Petrol,24.92,Mumbai,3.6,Mileage is decent but price is high
472,Tata,Swift,6.82,Electric,19.5,Pune,4.9,Great performance and smooth drive
473,Honda,City,64.6,Electric,10.33,Ahmedabad,4.5,Excellent features and comfort
474,Kia,Nexon,33.71,Electric,24.42,Mumbai,4.4,Mileage is decent but price is high
475,Maruti,Nexon,7.21,Petrol,22.89,Pune,3.5,Mileage is decent but price is high
476,Honda,XUV700,35.49,Diesel,14.1,Mumbai,4.3,Mileage is decent but price is high
477,Toyota,Swift,52.75,Petrol,17.45,Chennai,3.9,Excellent features and comfort
478,Toyota,Swift,52.76,Hybrid,16.97,Pune,3.9,Great performance and smooth drive
479,Tata,Swift,70.51,Petrol,23.28,Ahmedabad,3.0,Value for money car
480,Maruti,City,36.34,Electric,13.12,Ahmedabad,3.7,Great performance and smooth drive
481,Mahindra,Nexon,52.16,Petrol,23.45,Pune,4.9,Not satisfied with service
482,Honda,City,16.86,Petrol,14.98,Mumbai,3.8,Mileage is decent but price is high
483,Tata,i20,43.79,Diesel,28.82,Delhi,3.8,Value for money car
484,Mahindra,Seltos,53.27,Diesel,19.04,Delhi,3.7,Excellent features and comfort
485,BMW,City,74.32,Hybrid,10.55,Delhi,3.0,Could be better in terms of features
486,Hyundai,Swift,51.33,Diesel,28.37,Pune,3.5,Could be better in terms of features
487,Hyundai,XUV700,62.84,Diesel,27.23,Ahmedabad,2.9,Could be better in terms of features
488,Mahindra,XUV700,74.97,Hybrid,19.28,Chennai,3.7,Excellent features and comfort
489,Tata,Nexon,15.02,Hybrid,15.18,Pune,3.3,Not satisfied with service
490,Tata,Fortuner,31.28,Electric,17.84,Chennai,4.9,Not satisfied with service
491,Tata,Seltos,35.23,Electric,28.46,Pune,3.3,Mileage is decent but price is high
492,Maruti,X5,77.82,Petrol,13.9,Pune,3.4,Not satisfied with service
493,BMW,Fortuner,30.66,Petrol,23.42,Bangalore,3.1,Excellent features and comfort
494,Kia,Nexon,16.62,Diesel,18.09,Ahmedabad,3.7,Not satisfied with service
495,Toyota,i20,75.85,Electric,28.6,Delhi,2.9,Excellent features and comfort
496,Hyundai,X5,53.76,Diesel,26.33,Chennai,4.0,Excellent features and comfort
497,Honda,Swift,14.55,Petrol,27.02,Chennai,3.8,Could be better in terms of features
498,Hyundai,X5,58.21,Electric,11.43,Chennai,3.2,Value for money car
499,Hyundai,City,41.26,Petrol,17.29,Chennai,4.8,Great performance and smooth drive
500,Toyota,X5,76.66,Hybrid,23.98,Chennai,3.8,Mileage is decent but price is high
501,Mahindra,Nexon,62.43,Diesel,22.8,Mumbai,3.8,Could be better in terms of features
502,Tata,Nexon,53.59,Electric,25.61,Pune,4.7,Great performance and smooth drive
503,Hyundai,XUV700,12.86,Diesel,22.86,Pune,3.5,Great performance and smooth drive
504,Maruti,i20,64.12,Electric,12.11,Bangalore,3.7,Great performance and smooth drive
505,Toyota,Swift,53.41,Diesel,28.24,Chennai,2.6,Excellent features and comfort
506,Maruti,Nexon,6.96,Hybrid,14.38,Bangalore,4.7,Mileage is decent but price is high
507,Toyota,X5,52.33,Petrol,21.3,Chennai,3.9,Great performance and smooth drive
508,Honda,X5,15.57,Electric,21.07,Mumbai,3.5,Value for money car
509,Mahindra,City,70.13,Diesel,19.47,Chennai,3.1,Not satisfied with service
510,Tata,i20,19.86,Petrol,13.77,Delhi,5.0,Mileage is decent but price is high
511,Kia,i20,11.94,Electric,12.52,Pune,3.8,Not satisfied with service
512,Hyundai,Swift,73.25,Petrol,17.57,Pune,4.4,Mileage is decent but price is high
513,Toyota,Fortuner,16.81,Electric,18.4,Bangalore,4.2,Could be better in terms of features
514,Tata,X5,15.24,Hybrid,18.02,Mumbai,4.8,Great performance and smooth drive
515,Maruti,Seltos,22.83,Petrol,17.4,Chennai,2.7,Mileage is decent but price is high
516,Maruti,City,19.15,Petrol,15.48,Pune,4.4,Not satisfied with service
517,BMW,X5,63.25,Hybrid,16.16,Delhi,3.5,Value for money car
518,BMW,Swift,16.78,Electric,24.96,Pune,4.1,Not satisfied with service
519,BMW,X5,18.83,Electric,16.83,Bangalore,3.6,Amazing experience overall
520,Hyundai,Nexon,55.32,Electric,11.32,Bangalore,4.1,Amazing experience overall
521,Mahindra,X5,59.72,Electric,18.99,Bangalore,2.9,Amazing experience overall
522,Maruti,X5,28.0,Electric,13.89,Bangalore,3.9,Great performance and smooth drive
523,Maruti,Seltos,19.03,Electric,23.96,Chennai,2.7,Value for money car
524,Hyundai,Nexon,15.96,Hybrid,29.01,Bangalore,3.7,Great performance and smooth drive
525,Tata,Fortuner,60.34,Electric,17.2,Delhi,4.1,Excellent features and comfort
526,Honda,Fortuner,19.99,Electric,27.34,Ahmedabad,3.9,Great performance and smooth drive
527,Tata,X5,61.3,Hybrid,18.06,Delhi,2.7,Amazing experience overall
528,Tata,X5,43.13,Electric,13.77,Ahmedabad,3.3,Mileage is decent but price is high
529,Tata,i20,41.13,Petrol,15.87,Mumbai,4.4,Not satisfied with service
530,Toyota,X5,50.31,Electric,21.75,Delhi,2.6,Not satisfied with service
531,Maruti,Seltos,9.86,Hybrid,29.08,Ahmedabad,4.6,Great performance and smooth drive
532,Mahindra,Seltos,76.85,Petrol,14.03,Delhi,3.1,Mileage is decent but price is high
533,Mahindra,X5,50.33,Hybrid,20.22,Bangalore,4.5,Excellent features and comfort
534,Honda,i20,41.69,Hybrid,14.51,Pune,4.7,Excellent features and comfort
535,Tata,Fortuner,42.75,Hybrid,24.52,Ahmedabad,4.9,Could be better in terms of features
536,Hyundai,Fortuner,20.85,Electric,25.98,Bangalore,2.8,Mileage is decent but price is high
537,Hyundai,XUV700,41.03,Electric,20.4,Chennai,4.6,Not satisfied with service
538,BMW,X5,14.82,Electric,27.22,Chennai,4.4,Excellent features and comfort
539,BMW,Seltos,14.37,Petrol,26.68,Bangalore,4.2,Amazing experience overall
540,Maruti,i20,38.55,Hybrid,18.03,Delhi,4.5,Mileage is decent but price is high
541,BMW,City,14.6,Hybrid,15.97,Chennai,4.4,Excellent features and comfort
542,Tata,City,79.56,Petrol,15.13,Chennai,2.5,Excellent features and comfort
543,BMW,City,78.52,Hybrid,24.17,Mumbai,4.3,Could be better in terms of features
544,BMW,i20,46.48,Petrol,23.41,Delhi,4.0,Not satisfied with service
545,Toyota,XUV700,26.62,Electric,19.83,Ahmedabad,3.2,Great performance and smooth drive
546,BMW,XUV700,40.59,Hybrid,10.02,Mumbai,4.8,Excellent features and comfort
547,Honda,Fortuner,33.8,Hybrid,11.55,Delhi,4.0,Could be better in terms of features
548,Toyota,X5,73.69,Electric,20.37,Mumbai,3.6,Could be better in terms of features
549,Mahindra,Swift,17.83,Diesel,26.08,Pune,4.0,Excellent features and comfort
550,Maruti,XUV700,23.18,Diesel,14.15,Chennai,3.1,Excellent features and comfort
551,Maruti,XUV700,28.66,Diesel,16.24,Pune,4.7,Could be better in terms of features
552,BMW,i20,77.44,Diesel,28.16,Pune,3.4,Value for money car
553,Toyota,Swift,32.27,Hybrid,18.1,Bangalore,3.4,Amazing experience overall
554,Kia,X5,74.28,Petrol,25.12,Mumbai,4.9,Great performance and smooth drive
555,Hyundai,Fortuner,47.88,Electric,18.43,Ahmedabad,4.0,Could be better in terms of features
556,Honda,Nexon,5.27,Electric,13.75,Bangalore,4.8,Not satisfied with service
557,Maruti,XUV700,40.74,Electric,28.02,Ahmedabad,4.6,Not satisfied with service
558,Hyundai,Seltos,6.23,Electric,17.37,Ahmedabad,5.0,Not satisfied with service
559,Toyota,Seltos,25.95,Electric,23.78,Mumbai,2.8,Amazing experience overall
560,Honda,Fortuner,15.82,Electric,15.99,Delhi,4.9,Not satisfied with service
561,BMW,City,14.05,Petrol,26.95,Mumbai,3.4,Amazing experience overall
562,Honda,Nexon,56.45,Petrol,23.67,Pune,4.7,Value for money car
563,Toyota,i20,21.53,Petrol,20.81,Mumbai,2.8,Value for money car
564,Mahindra,Nexon,68.16,Hybrid,11.17,Bangalore,4.0,Could be better in terms of features
565,Kia,X5,52.31,Petrol,20.25,Chennai,4.8,Excellent features and comfort
566,Mahindra,XUV700,50.45,Petrol,23.86,Mumbai,4.8,Great performance and smooth drive
567,Toyota,Seltos,69.22,Petrol,10.8,Mumbai,3.5,Amazing experience overall
568,Honda,i20,24.0,Electric,12.62,Ahmedabad,3.0,Amazing experience overall
569,Honda,i20,22.33,Hybrid,27.35,Mumbai,3.3,Excellent features and comfort
570,Honda,i20,35.77,Diesel,18.36,Delhi,4.5,Could be better in terms of features
571,Kia,i20,78.59,Petrol,14.52,Bangalore,4.7,Mileage is decent but price is high
572,Tata,Fortuner,25.27,Hybrid,17.31,Bangalore,3.8,Not satisfied with service
573,Tata,Swift,68.07,Electric,17.22,Bangalore,3.4,Great performance and smooth drive
574,Mahindra,i20,41.26,Petrol,26.92,Ahmedabad,4.6,Great performance and smooth drive
575,Kia,X5,15.9,Electric,23.8,Ahmedabad,3.6,Mileage is decent but price is high
576,Mahindra,i20,30.1,Petrol,27.69,Ahmedabad,3.1,Not satisfied with service
577,Tata,i20,24.92,Petrol,27.76,Pune,4.0,Value for money car
578,Toyota,Fortuner,14.64,Petrol,13.38,Pune,3.0,Great performance and smooth drive
579,Maruti,Swift,18.46,Electric,18.93,Mumbai,4.5,Mileage is decent but price is high
580,Tata,City,8.48,Electric,11.6,Bangalore,3.3,Value for money car
581,BMW,Swift,34.59,Diesel,28.93,Pune,3.3,Mileage is decent but price is high
582,Kia,City,15.29,Electric,15.12,Ahmedabad,2.9,Not satisfied with service
583,BMW,Swift,57.06,Petrol,29.41,Bangalore,3.9,Amazing experience overall
584,Hyundai,i20,30.51,Petrol,22.86,Bangalore,4.2,Value for money car
585,Kia,i20,22.88,Hybrid,15.76,Chennai,4.7,Not satisfied with service
586,BMW,XUV700,26.75,Diesel,12.12,Delhi,4.8,Could be better in terms of features
587,Hyundai,i20,25.66,Hybrid,26.43,Ahmedabad,5.0,Not satisfied with service
588,BMW,City,79.49,Petrol,20.47,Chennai,3.0,Value for money car
589,Kia,XUV700,8.06,Petrol,11.49,Mumbai,3.9,Not satisfied with service
590,Mahindra,i20,6.93,Petrol,27.24,Pune,3.5,Could be better in terms of features
591,Maruti,Swift,52.85,Petrol,29.19,Mumbai,4.8,Great performance and smooth drive
592,Hyundai,Seltos,60.3,Hybrid,12.71,Mumbai,3.5,Great performance and smooth drive
593,Honda,City,8.78,Petrol,28.49,Mumbai,3.5,Could be better in terms of features
594,Hyundai,Swift,78.64,Diesel,15.82,Chennai,4.4,Value for money car
595,Mahindra,XUV700,36.02,Hybrid,20.77,Delhi,2.8,Amazing experience overall
596,Mahindra,City,55.14,Diesel,16.11,Chennai,3.8,Great performance and smooth drive
597,Kia,i20,71.93,Hybrid,15.07,Chennai,4.2,Great performance and smooth drive
598,Tata,Fortuner,8.97,Hybrid,15.06,Pune,4.4,Not satisfied with service
599,Maruti,Fortuner,9.83,Diesel,27.47,Bangalore,3.5,Excellent features and comfort
600,Tata,X5,47.61,Petrol,13.97,Chennai,3.0,Mileage is decent but price is high
601,Hyundai,XUV700,79.81,Electric,28.04,Ahmedabad,4.7,Could be better in terms of features
602,Honda,Seltos,71.55,Hybrid,21.74,Chennai,3.8,Value for money car
603,Honda,Swift,54.84,Electric,27.65,Bangalore,4.6,Excellent features and comfort
604,Toyota,i20,69.73,Diesel,28.22,Bangalore,4.1,Excellent features and comfort
605,BMW,X5,67.88,Hybrid,22.2,Chennai,2.5,Mileage is decent but price is high
606,Toyota,Nexon,65.45,Diesel,20.57,Pune,4.8,Amazing experience overall
607,Honda,XUV700,29.5,Petrol,10.98,Ahmedabad,4.9,Not satisfied with service
608,BMW,X5,67.38,Diesel,22.6,Mumbai,4.8,Could be better in terms of features
609,Kia,Nexon,19.7,Electric,21.41,Chennai,5.0,Excellent features and comfort
610,Maruti,i20,16.95,Hybrid,28.96,Bangalore,4.9,Excellent features and comfort
611,Toyota,Fortuner,36.31,Diesel,12.48,Ahmedabad,3.5,Amazing experience overall
612,Hyundai,Fortuner,71.89,Hybrid,27.1,Bangalore,2.9,Could be better in terms of features
613,Kia,Nexon,42.27,Hybrid,15.94,Chennai,4.1,Value for money car
614,BMW,City,44.63,Diesel,26.73,Mumbai,4.6,Excellent features and comfort
615,Tata,Swift,52.92,Electric,14.05,Pune,2.7,Could be better in terms of features
616,Hyundai,Nexon,54.16,Hybrid,17.63,Pune,3.5,Amazing experience overall
617,Honda,City,59.78,Electric,10.33,Chennai,3.3,Could be better in terms of features
618,Mahindra,Fortuner,78.3,Electric,19.57,Ahmedabad,3.4,Excellent features and comfort
619,Toyota,i20,39.04,Petrol,29.82,Mumbai,4.7,Could be better in terms of features
620,Toyota,i20,18.49,Electric,19.69,Ahmedabad,3.3,Great performance and smooth drive
621,Kia,Fortuner,46.31,Petrol,28.05,Delhi,3.4,Mileage is decent but price is high
622,Hyundai,X5,46.76,Petrol,23.53,Pune,3.2,Not satisfied with service
623,Maruti,Seltos,44.49,Petrol,25.57,Chennai,3.3,Great performance and smooth drive
624,Mahindra,City,30.55,Electric,21.19,Chennai,4.7,Value for money car
625,Honda,Fortuner,73.08,Petrol,25.04,Bangalore,4.2,Excellent features and comfort
626,Toyota,i20,75.41,Petrol,14.37,Delhi,4.1,Mileage is decent but price is high
627,Hyundai,Seltos,62.9,Hybrid,13.11,Mumbai,4.2,Could be better in terms of features
628,Mahindra,XUV700,43.15,Petrol,29.18,Delhi,3.0,Excellent features and comfort
629,Toyota,Fortuner,35.29,Petrol,11.42,Pune,3.8,Not satisfied with service
630,Hyundai,XUV700,38.27,Diesel,11.62,Mumbai,4.4,Mileage is decent but price is high
631,Maruti,City,75.6,Hybrid,24.43,Ahmedabad,4.8,Mileage is decent but price is high
632,Tata,City,64.08,Electric,14.31,Pune,3.9,Great performance and smooth drive
633,Maruti,X5,10.8,Diesel,29.53,Mumbai,5.0,Mileage is decent but price is high
634,Mahindra,X5,47.38,Electric,11.8,Pune,3.2,Not satisfied with service
635,Toyota,Nexon,21.18,Hybrid,19.95,Mumbai,4.6,Mileage is decent but price is high
636,Toyota,Nexon,73.39,Diesel,14.27,Pune,2.8,Great performance and smooth drive
637,Tata,Nexon,30.57,Diesel,12.08,Bangalore,3.8,Excellent features and comfort
638,Tata,Seltos,63.49,Electric,16.24,Mumbai,2.6,Great performance and smooth drive
639,Kia,City,19.92,Diesel,25.26,Bangalore,3.7,Amazing experience overall
640,Maruti,City,78.88,Electric,20.63,Chennai,4.5,Amazing experience overall
641,Tata,Swift,36.8,Petrol,26.6,Chennai,4.6,Could be better in terms of features
642,Mahindra,i20,37.42,Hybrid,25.27,Delhi,2.7,Value for money car
643,Honda,Seltos,12.04,Diesel,22.77,Mumbai,2.6,Amazing experience overall
644,Hyundai,City,74.43,Electric,19.07,Bangalore,3.8,Mileage is decent but price is high
645,Kia,Nexon,17.92,Hybrid,13.66,Mumbai,2.7,Could be better in terms of features
646,Mahindra,Nexon,39.02,Diesel,19.45,Bangalore,2.8,Could be better in terms of features
647,BMW,Swift,23.92,Diesel,27.79,Bangalore,3.2,Excellent features and comfort
648,Honda,Nexon,67.38,Petrol,15.59,Ahmedabad,4.6,Could be better in terms of features
